,index,@context,@type,bodyType,brand,color,driveWheelConfiguration,image,manufacturer,mileageFromOdometer,model,name,offers,productionDate,url,vehicleEngine,vehicleIdentificationNumber,vehicleInteriorColor,vehicleTransmission,mileage,price
538,538,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,https://images.autotrader.com/hn/c/d2a1fa57b94b46818780f31a638080f3.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '82,581'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5950, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40E39J032354,,,82581.0,5950
539,539,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/c3d507d7cf2d414b82a805752ee808c1.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '162,525'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5936, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40E099025167,Black,Automatic,162525.0,5936
540,540,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/5b6b5b1be2b543e9a1f2325aa683aada.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '135,289'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5918, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E47Z818533,Beige,Automatic,135289.0,5918
541,541,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/2290e996fad4448f98278e5c856bd9ce.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '153,988'}",Corolla,Used 2006 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5900, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR30E46Z632251,,Automatic,153988.0,5900
542,542,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/9cc47b6d35314ae8bb67123dfa124fbb.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '103,361'}",Corolla,Used 2006 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5900, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E86Z707093,Stone,Automatic,103361.0,5900
543,543,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/60772fd0f4dc4f93944932443e41af09.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '142,021'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5900, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BR32E87C713592,,Automatic,142021.0,5900
544,544,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/e266602ac9c44a53a4ad8e115fb99e38.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '141,492'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5900, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE5AZ255063,Dark Charcoal,Automatic,141492.0,5900
545,545,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/166d6cf9fc4a40c0844c88acd59b5a41.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '82,779'}",Corolla,Used 2006 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5881, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E56Z670567,Beige,Automatic,82779.0,5881
546,546,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/956434ac9c734f7ea0e7385218fa6c67.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '123,180'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5877, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E99Z051885,,,123180.0,5877
547,547,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/79836c58d00540af87041b0d90dd4f8d.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '153,770'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5877, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE3AZ228587,Ash,Automatic,153770.0,5877
548,548,http://schema.org/,Car,['Sedan'],Toyota,Tan,2 wheel drive - front,https://images.autotrader.com/hn/c/7bf48ba5fece444fbf91d71d89efceda.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '79,843'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5877, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU40E79C179558,Bisque,Automatic,79843.0,5877
549,549,http://schema.org/,Car,['Sedan'],Toyota,Gold,2 wheel drive - front,https://images.autotrader.com/hn/c/47147815cd0b414ba49a461ebef270d1.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '147,835'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5804, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BR32E77C833741,Beige,Automatic,147835.0,5804
550,550,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/images/2018/9/14/495/031/43629305373.495031570.IM1.MAIN.1000x750_A.1000x750.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '149,000'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5800, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE7AZ212599,Gray,Manual,149000.0,5800
551,551,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/62d7311e0a634d4e91e9c82267976d00.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '132,302'}",Corolla,Used 2008 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5800, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E28Z000185,Stone,Automatic,132302.0,5800
552,552,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/48cc18e0337f42c385a9da07dec494bb.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '218,266'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5788, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E77Z804416,Beige,Manual,218266.0,5788
553,553,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/ac2c7c448ad743f1a685b14a66c45eca.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '151,733'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5775, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE6AZ170314,Ash,Automatic,151733.0,5775
554,554,http://schema.org/,Car,['Sedan'],Toyota,Beige,2 wheel drive - front,https://images.autotrader.com/hn/c/23caa88754ea4ca6b06c6f87aa1a3aaf.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '121,697'}",Corolla,Used 2008 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5750, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E58Z984027,Beige,Automatic,121697.0,5750
555,555,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/images/2018/11/1/485/930/43633520317.485930876.IM1.MAIN.1600x1200_A.1600x1200.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '154,305'}",Corolla,Used 2008 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5750, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E78Z989097,Gray,Automatic,154305.0,5750
556,556,http://schema.org/,Car,['Sedan'],Toyota,Green,2 wheel drive - front,https://images.autotrader.com/images/2018/10/21/498/274/43632553325.498274083.IM1.MAIN.1000x750_A.1000x750.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '126,400'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5750, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE5AZ323720,Gray,Automatic,126400.0,5750
557,557,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/415e4a23811a4f7496754770ac95b6f0.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '163,282'}",Corolla,Used 2009 Toyota Corolla XRS,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5744, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBE40E69Z003032,Dark Charcoal,Manual,163282.0,5744
558,558,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,https://images.autotrader.com/hn/c/14229885ba9e4d70815653cee65e6cec.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '147,709'}",Corolla,Used 2008 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5690, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BR32E98C910255,,Manual,147709.0,5690
559,559,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/3c56f1392cb44952927e50fb1d34e012.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '119,326'}",Corolla,Used 2006 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5679, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BR32E46C647685,,Automatic,119326.0,5679
560,560,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '133,000'}",Corolla,Used 2008 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5646, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32EX8Z018398,,,133000.0,5646
561,561,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/73f14dd5afa34ccc9dcccb5c7a18d747.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '79,462'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5632, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40E399065954,Ash,Automatic,79462.0,5632
562,562,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/3acc38dc740b4b9abeee479731977238.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '169,617'}",Corolla,Used 2007 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5595, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR30E57Z789515,,Automatic,169617.0,5595
563,563,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/a1724a33815e4abfb242cee1b3c7cf99.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '105,912'}",Corolla,Used 2006 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5595, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BR32EX6C687124,Gray,Automatic,105912.0,5595
564,564,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/522f52754058477fab894046f75ae969.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '187,625'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5588, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE3AC330067,Dark Charcoal,Automatic,187625.0,5588
565,565,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '124,630'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5575, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E89Z067818,Bisque,Manual,124630.0,5575
566,566,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/134d7fe00a254fdba4b176f2c2ebaa53.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '115,638'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5531, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE5AZ266225,Bisque,Automatic,115638.0,5531
567,567,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/7bc98f1ba36d4d318628db1b8acf875a.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '134,859'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5527, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E89Z038125,Bisque,Automatic,134859.0,5527
568,568,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/7928c812adcb4384b78d35d746fd5c1e.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '157,849'}",Corolla,Used 2007 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5515, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E77Z781574,Black,Automatic,157849.0,5515
569,569,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/images/2018/10/26/498/642/43633020783.498642098.IM1.MAIN.1600x1200_A.1600x1113.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '152,756'}",Corolla,Used 2009 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40E09J044364,Gray,Automatic,152756.0,5500
570,570,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/bcd92854c1cc4952a2489233856d36b0.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '112,938'}",Corolla,Used 2008 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E68Z941820,Gray,Automatic,112938.0,5500
571,571,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '154,821'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BR30E07C775426,Dark Charcoal,Automatic,154821.0,5500
572,572,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '95,901'}",Corolla,Used 2006 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E16Z597004,,Automatic,95901.0,5500
573,573,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/087b0fe916ae426a8b2a327c2bb347c9.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '139,585'}",Corolla,Used 2006 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5500, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BR32E66C588686,Charcoal,Automatic,139585.0,5500
574,574,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/7600fe7d13c247a2ac0a221097eeeae7.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '122,777'}",Corolla,Used 2006 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5499, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E76Z717615,Gray,Automatic,122777.0,5499
575,575,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/02b39107855d489eb181b643b6c4a7e7.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '94,129'}",Corolla,Used 2006 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5499, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E86Z629012,Gray,Automatic,94129.0,5499
576,576,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/19b60a18e49441aca58e77bcbbab0ce1.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '122,061'}",Corolla,Used 2006 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5499, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E96Z664853,Gray,Manual,122061.0,5499
