,index,@context,@type,bodyType,brand,color,driveWheelConfiguration,image,manufacturer,mileageFromOdometer,model,name,offers,productionDate,url,vehicleEngine,vehicleIdentificationNumber,vehicleInteriorColor,vehicleTransmission,price,mileage,price_over_mileage,trim
524,524,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/defb58216fdb4a84b8fcd84384740652.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '95,046'}",Corolla,Used 2006 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5994, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500979525,4-Cylinder,1NXBR30E36Z612170,Stone,Automatic,5994,95046.0,0.06306420049239315, LE
525,525,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/9d8725af40af4d2cac925bdce159004b.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '130,508'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5994, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498147613,4-Cylinder,1NXBU4EE3AZ343772,Ash,Automatic,5994,130508.0,0.04592821895975726, LE
526,526,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/144c7bcbf81f4b34acfb65564c84e507.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '129,152'}",Corolla,Used 2007 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5994, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500687393,4-Cylinder,1NXBR30E87Z860741,Stone,Automatic,5994,129152.0,0.046410431119920714, S
527,527,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/08b2ce434a5e48bcb0c412981fbafbc2.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '92,082'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5992, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498528125,4-Cylinder,2T1BR32E47C792324,Gray,Automatic,5992,92082.0,0.06507243543797919, LE
528,528,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/b48da4ef1eec40d7a1d0ebff5165b8ed.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '115,552'}",Corolla,Used 2009 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5991, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501432553,4-Cylinder,2T1BU40E69C153002,Ash,Automatic,5991,115552.0,0.051846787593464415, LE Sedan
529,529,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': ''}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5991, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501194868,4-Cylinder,2T1BU4EE4AC405570,Ash,Automatic,5991,,,
530,530,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/e93140722d9745c8bcce1b89bdbd8508.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '206,440'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=494904035,4-Cylinder,2T1BU4EE4AC443932,Dk.Charcoal,Manual,5990,206440.0,0.029015694632823098, S
531,531,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/cbdd2e53b0cf4072b23818b020538239.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '191,417'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499226431,4-Cylinder,1NXBU4EEXAZ249033,Gray,Automatic,5990,191417.0,0.0312929363640638, LE
532,532,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '110,409'}",Corolla,Used 2007 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501956712,4-Cylinder,1NXBR32E97Z922774,,,5990,110409.0,0.05425282359227961,
533,533,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/4c30987a113d4aa995a0184f118a97fc.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '144,139'}",Corolla,Used 2010 Toyota Corolla XLE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501300608,4-Cylinder,1NXBU4EE2AZ177423,Ash,Automatic,5990,144139.0,0.041557108069294225, XLE
534,534,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/bd29715cc159478ab565fbca9b5b7ec2.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '135,344'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498293288,4-Cylinder,JTDBL40E39J036873,Ash,Automatic,5990,135344.0,0.044257595460456316, LE
535,535,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/2969eb2cacdb422f920598772e93d2eb.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '111,434'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5988, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500669267,4-Cylinder,1NXBR30E57Z814574,Stone,Automatic,5988,111434.0,0.05373584363838685, LE
536,536,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/9ecea979c7f642d09cf15bfa2ecec4df.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '175,274'}",Corolla,Used 2007 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5988, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=502150506,4-Cylinder,2T1BR32E27C829869,Gray,Automatic,5988,175274.0,0.0341636523386241, S
537,537,http://schema.org/,Car,['Sedan'],Toyota,Tan,2 wheel drive - front,https://images.autotrader.com/hn/c/85a43c7c3ecd4773b5a61c8859e32aee.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '139,149'}",Corolla,Used 2006 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5988, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=497437422,4-Cylinder,2T1BR32E56C569353,Beige,Automatic,5988,139149.0,0.04303300778302395, LE
538,538,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/0703aba2de834c6b9d332003d1f2975c.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '83,392'}",Corolla,Used 2006 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5986, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501332858,4-Cylinder,1NXBR32E56Z685344,Beige,Automatic,5986,83392.0,0.07178146584804297, LE Sedan
539,539,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/c86e6343198d4c08811b7a4d7a2b6ec2.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '112,172'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5985, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500352186,4-Cylinder,1NXBR30E47Z776044,Dark Charcoal,Automatic,5985,112172.0,0.053355561102592444, LE
540,540,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/ebe1eee5d93c4ffa98e6407c415ddf83.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '151,635'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5982, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=496725933,4-Cylinder,1NXBU4EE9AZ263909,Dark Charcoal,Automatic,5982,151635.0,0.039449995053912355, LE
541,541,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,https://images.autotrader.com/hn/c/b0cea180a9804962b1d14902bb70f6fa.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '141,696'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5981, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500664159,4-Cylinder,1NXBU40E49Z163266,,Automatic,5981,141696.0,0.04221008355916892, S
542,542,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/a573ae5aadc148f39edaa7627cc7655a.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '137,920'}",Corolla,Used 2006 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5977, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=494312219,4-Cylinder,2T1BR32E56C659568,Gray,Automatic,5977,137920.0,0.04333671693735499,
543,543,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/068e74a0e7d648be980f2d267c4a0920.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '158,370'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5974, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501796362,4-Cylinder,JTDBL40E599037217,Ash,Automatic,5974,158370.0,0.037721790743196315, LE
544,544,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/b78a320144ba486ab29433e9edf7b062.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '120,822'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5956, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499034123,4-Cylinder,2T1BU4EE4AC372618,Ash,Automatic,5956,120822.0,0.04929565807551605, LE
545,545,http://schema.org/,Car,['Sedan'],Toyota,Tan,2 wheel drive - front,https://images.autotrader.com/hn/c/1cd33edfc9c54a8593267ee7d6d08c88.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '138,555'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5950, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=434348558,4-Cylinder,1NXBU4EE8AZ271306,Tan,Automatic,5950,138555.0,0.04294323553823391, LE Sedan
546,546,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,https://images.autotrader.com/hn/c/d2a1fa57b94b46818780f31a638080f3.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '82,581'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5950, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=495556077,4-Cylinder,JTDBL40E39J032354,,,5950,82581.0,0.0720504716581296,
547,547,http://schema.org/,Car,['Sedan'],Toyota,Tan,2 wheel drive - front,https://images.autotrader.com/hn/c/94b1bcd847334b5fbf69e8313ff75c30.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '84,479'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5943, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498547220,4-Cylinder,2T1BU4EE4AC306005,Bisque,Manual,5943,84479.0,0.07034884409143101,
548,548,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/c3d507d7cf2d414b82a805752ee808c1.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '162,525'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5936, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=495406225,4-Cylinder,JTDBL40E099025167,Black,Automatic,5936,162525.0,0.036523611752038145, LE
549,549,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/5b6b5b1be2b543e9a1f2325aa683aada.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '135,289'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5918, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500595223,4-Cylinder,1NXBR32E47Z818533,Beige,Automatic,5918,135289.0,0.04374339377185137, LE
550,550,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/4e7056ee2ca9499588072f697b476d89.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '141,492'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5900, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500623831,4-Cylinder,1NXBU4EE5AZ255063,Dark Charcoal,Automatic,5900,141492.0,0.04169847058490939, LE
551,551,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/67c257889800411db9217cba59a8a00e.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '132,018'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5890, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500429537,4-Cylinder,JTDBU4EE0AJ057643,Bisque,Automatic,5890,132018.0,0.044615128240088474, LE
552,552,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/4b32981e7ffb479e8a9f65dbfdd87e58.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '102,072'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5888, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=497839738,4-Cylinder,1NXBU4EE1AZ346640,Ash,Automatic,5888,102072.0,0.05768477153381926, LE
553,553,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/b9957e7e711344e8a3401b102009e9c3.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '110,691'}",Corolla,Used 2007 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5850, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=497684337,4-Cylinder,1NXBR30E57Z821881,,Automatic,5850,110691.0,0.05284982518903976,
554,554,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/images/2018/9/14/495/031/43629305373.495031570.IM1.MAIN.1000x750_A.1000x750.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '149,000'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5800, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=495031570,4-Cylinder,1NXBU4EE7AZ212599,Gray,Manual,5800,149000.0,0.038926174496644296, S
555,555,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '90,214'}",Corolla,Used 2006 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5789, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=502133923,4-Cylinder,2T1BR32E06C581345,,Automatic,5789,90214.0,0.06416964107566453, S
556,556,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/48cc18e0337f42c385a9da07dec494bb.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '218,266'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5788, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=494564879,4-Cylinder,1NXBR32E77Z804416,Beige,Manual,5788,218266.0,0.026518101765735387, LE
557,557,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/28aefcdac0d640cbbf6147c26024064f.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '120,699'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5777, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499604008,4-Cylinder,JTDBL40E39J045430,Ash,Automatic,5777,120699.0,0.0478628654752732, LE
558,558,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/a03709277cd349ccb2922e8bb9269b21.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '135,248'}",Corolla,Used 2006 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5770, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=502010994,4-Cylinder,2T1BR30E96C615804,Dark Charcoal Fabric,Automatic,5770,135248.0,0.04266236838992074, S
559,559,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/425d0bb4ee2546d895a0cc974648437f.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '91,110'}",Corolla,Used 2007 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5753, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=496460366,4-Cylinder,1NXBR32E27Z901233,Dark Charcoal W/Cloth Seat Tri,,5753,91110.0,0.06314345296893864,
560,560,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/images/2018/11/1/485/930/43633520317.485930876.IM1.MAIN.1600x1200_A.1600x1200.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '154,305'}",Corolla,Used 2008 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5750, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=485930876,4-Cylinder,1NXBR32E78Z989097,Gray,Automatic,5750,154305.0,0.03726386053595152, CE
